[810034]    $DSM15,055650,+62.24601,+026.14195,128.0,6.0,105.5,0F
[810145]    $DSM18,055650,+62.25339,+026.07983,86.0,25.0,98.4,0F
[810177]    $DSM19,055650,+62.24343,+026.14602,126.0,0.0,168.7,0F
[810274]    $DSM00,055650,+62.26576,+026.14045,7788.0,90.0,215.2,0F
[810337]    $DSM01,055651,+62.24304,+025.73919,168.0,0.0,0.0,0F
[810609]    $DSM09,055647,+62.26788,+026.14454,7626.0,91.0,226.4,0F
[810641]    $DSM0A,055651,+62.24597,+026.14206,144.0,0.0,0.0,0F
[810689]    $DSM0B,055651,+62.24603,+026.14212,124.0,0.0,109.7,0F
[810721]    $DSM0C,055651,+62.25325,+026.08150,90.0,17.0,98.4,0F
[810865]    $DSM10,055651,+62.24567,+026.14227,122.0,0.0,191.2,0F
[810929]    $DSM12,055651,+62.24583,+026.14216,128.0,0.0,156.1,0F
[810993]    $DSM14,055651,+62.25280,+026.09120,112.0,24.0,91.4,0F
[811025]    $DSM15,055651,+62.24598,+026.14201,130.0,6.0,125.2,0F
[811137]    $DSM18,055651,+62.25334,+026.08036,86.0,26.0,99.8,0F
[811168]    $DSM19,055651,+62.24343,+026.14602,126.0,0.0,168.7,0F
[811280]    $DSM00,055651,+62.26501,+026.13950,7784.0,91.0,213.7,0F
[811344]    $DSM01,055652,+62.24304,+025.73919,168.0,0.0,0.0,0F
[811616]    $DSM09,055648,+62.26788,+026.14454,7626.0,91.0,226.4,0F
[811648]    $DSM0A,055652,+62.24597,+026.14206,144.0,0.0,0.0,0F
[811712]    $DSM0C,055652,+62.25322,+026.08189,92.0,19.0,98.4,0F
[811856]    $DSM10,055652,+62.24567,+026.14227,122.0,0.0,191.2,0F
[811935]    $DSM12,055652,+62.24583,+026.14216,128.0,0.0,156.1,0F
[811999]    $DSM14,055652,+62.25280,+026.09170,112.0,24.0,91.4,0F
[812031]    $DSM15,055652,+62.24595,+026.14206,130.0,5.0,146.2,0F
[812143]    $DSM18,055652,+62.25331,+026.08082,86.0,28.0,98.4,0F
[812175]    $DSM19,055652,+62.24343,+026.14602,126.0,0.0,168.7,0F
[812271]    $DSM00,055652,+62.26429,+026.13860,7782.0,92.0,212.3,0F
[812335]    $DSM01,055653,+62.24304,+025.73919,168.0,0.0,0.0,0F
[812622]    $DSM09,055649,+62.26649,+026.14244,7626.0,92.0,220.8,0F
[812639]    $DSM0A,055653,+62.24597,+026.14206,144.0,0.0,0.0,0F
[812718]    $DSM0C,055653,+62.25320,+026.08230,92.0,21.0,98.4,0F
[812862]    $DSM10,055653,+62.24567,+026.14227,122.0,0.0,191.2,0F
[812926]    $DSM12,055653,+62.24583,+026.14216,128.0,0.0,156.1,0F
[813038]    $DSM15,055653,+62.24591,+026.14208,130.0,4.0,154.7,0F
[813134]    $DSM18,055653,+62.25328,+026.08110,86.0,20.0,98.4,0F
[813277]    $DSM00,055653,+62.26352,+026.13781,7784.0,92.0,208.1,0F
[813342]    $DSM01,055654,+62.24304,+025.73919,168.0,0.0,0.0,0F
[813613]    $DSM09,055650,+62.26649,+026.14244,7626.0,92.0,220.8,0F
[813645]    $DSM0A,055654,+62.24597,+026.14206,144.0,0.0,0.0,0F
[813725]    $DSM0C,055654,+62.25316,+026.08277,94.0,23.0,98.4,0F
[813933]    $DSM12,055654,+62.24583,+026.14216,128.0,0.0,156.1,0F
[813997]    $DSM14,055654,+62.25280,+026.09264,114.0,25.0,90.0,0F
[814029]    $DSM15,055654,+62.24586,+026.14210,130.0,4.0,167.3,0F
[814140]    $DSM18,055654,+62.25327,+026.08131,86.0,10.0,99.8,0F
[814173]    $DSM19,055654,+62.24343,+026.14602,126.0,0.0,168.7,0F
[814269]    $DSM00,055654,+62.26271,+026.13714,7784.0,92.0,205.3,0F
[814332]    $DSM01,055655,+62.24304,+025.73919,168.0,0.0,0.0,0F
[814620]    $DSM09,055651,+62.26503,+026.14045,7626.0,92.0,215.2,0F
[814652]    $DSM0A,055655,+62.24597,+026.14206,144.0,0.0,0.0,0F
[814684]    $DSM0B,055655,+62.28997,+026.14212,124.0,0.0,109.7,0B
[814716]    $DSM0C,055655,+62.25314,+026.08324,96.0,25.0,98.4,0F
[814860]    $DSM10,055655,+62.24567,+026.14227,122.0,0.0,191.2,0F
[815004]    $DSM14,055655,+62.25277,+026.09311,114.0,25.0,92.8,4B
[815035]    $DSM15,055655,+62.24582,+026.14210,130.0,5.0,177.2,0F
[815132]    $DSM18,055655,+62.25324,+026.08159,86.0,12.0,101.2,0F
[815163]    $DSM19,055655,+62.24343,+026.14602,126.0,0.0,168.7,0F
[815275]    $DSM00,055655,+62.26188,+026.13658,7780.0,92.0,202.5,0F
[815339]    $DSM01,055656,+62.24304,+025.73919,168.0,0.0,0.0,0F
[815611]    $DSM09,055652,+62.26503,+026.14045,7626.0,92.0,215.2,0F
[815643]    $DSM0A,055656,+62.24597,+026.14206,144.0,0.0,0.0,0F
[815722]    $DSM0C,055656,+62.25311,+026.08365,98.0,23.0,97.0,0F
[815851]    $DSM10,055656,+62.24567,+026.14227,122.0,0.0,191.2,0F
[815930]    $DSM12,055656,+62.24583,+026.14216,128.0,0.0,156.1,0F
[816026]    $DSM15,055656,+62.24578,+026.14210,130.0,5.0,177.2,0F
[816138]    $DSM18,055656,+62.25322,+026.08195,88.0,15.0,99.8,0F
[816170]    $DSM19,055656,+62.24343,+026.14602,126.0,0.0,168.7,0F
[816266]    $DSM00,055656,+62.26105,+026.13602,7780.0,92.0,201.1,0F
[816345]    $DSM01,055657,+62.24304,+025.73919,168.0,0.0,0.0,0F
[816617]    $DSM09,055655,+62.26180,+026.13753,7626.0,91.0,203.9,0F
[816649]    $DSM0A,055657,+62.24597,+026.14206,144.0,0.0,0.0,0F
[816714]    $DSM0C,055657,+62.25308,+026.08399,98.0,20.0,97.0,0F
[816857]    $DSM10,055657,+62.24567,+026.14227,122.0,0.0,191.2,0F
[816921]    $DSM12,055657,+62.24584,+026.14216,132.0,1.0,156.1,0F
[817033]    $DSM15,055657,+62.24573,+026.14210,130.0,5.0,178.6,0F
[817129]    $DSM18,055657,+62.25319,+026.08236,88.0,18.0,99.8,0F
[817176]    $DSM19,055657,+62.24343,+026.14602,126.0,0.0,168.7,0F
[817273]    $DSM00,055657,+62.26024,+026.13547,7784.0,93.0,198.3,0F
[817337]    $DSM01,055658,+62.24304,+025.73919,168.0,0.0,0.0,0F
[817608]    $DSM09,055656,+62.26180,+026.13753,7626.0,91.0,203.9,0F
[817640]    $DSM0A,055658,+62.24597,+026.14206,144.0,0.0,0.0,0F
[817688]    $DSM0B,055658,+62.24603,+026.14212,124.0,0.0,132.2,0B
[817720]    $DSM0C,055658,+62.25306,+026.08434,98.0,19.0,97.0,0F
[817864]    $DSM10,055658,+62.24567,+026.14227,122.0,0.0,191.2,0F
[817928]    $DSM12,055658,+62.24583,+026.14216,130.0,1.0,153.3,0F
[817992]    $DSM24,055658,+56.62777,+026.09455,116.0,25.0,88.6,0B
[818136]    $DSM18,055658,+62.25316,+026.08281,88.0,20.0,98.4,0F
[818168]    $DSM19,055658,+62.24343,+026.14602,126.0,0.0,168.7,0F
[818279]    $DSM00,055658,+62.25941,+026.13500,7786.0,93.0,196.9,0F
[818343]    $DSM01,055659,+62.24304,+025.73919,168.0,0.0,0.0,0F
[818615]    $DSM09,055656,+62.26180,+026.13753,7626.0,91.0,203.9,0F
[818647]    $DSM0A,055659,+62.24597,+026.14206,144.0,0.0,0.0,0F
[818679]    $DSM0B,055659,+62.24603,+026.14212,124.0,0.0,109.7,0F
[818711]    $DSM0C,055659,+62.25304,+026.08476,100.0,21.0,97.0,0F
[818854]    $DSM10,055659,+62.24567,+026.14227,122.0,0.0,191.2,0F
[818934]    $DSM12,055659,+62.24583,+026.14216,130.0,0.0,153.3,0F
[818999]    $DSM14,055659,-**.74722,-000.00024,116.0,25.0,88.6,0B
[819031]    $DSM15,055659,+62.24564,+026.14210,130.0,5.0,177.2,0F
[819142]    $DSM18,055659,+62.25314,+026.08324,92.0,23.0,99.8,0F
[819174]    $DSM19,055659,+62.24343,+026.14602,126.0,0.0,168.7,0F
[819270]    $DSM00,055659,+62.25858,+026.13463,7788.0,93.0,195.5,0F
[819334]    $DSM01,055700,+62.24304,+025.73919,168.0,0.0,0.0,0F
[819606]    $DSM09,055657,+62.26023,+026.13676,7626.0,94.0,196.9,0F
[819654]    $DSM0A,055700,+62.24597,+026.14206,144.0,0.0,0.0,0F
[819686]    $DSM0B,055700,+62.24603,+026.14212,124.0,0.0,109.7,0F
[819718]    $DSM0C,055700,+62.25301,+026.08522,102.0,23.0,97.0,0F
[5215]    89,142.0,5.0,83.0,0F
[5246]    $DSM0B,055736,+62.24603,+026.14212,124.0,0.0,109.7,0B
[5278]    $DSM0C,055736,+62.25276,+026.10004,124.0,25.0,90.0,0F
[5454]    $DSM11,055736,+62.24560,+026.14220,126.0,0.0,0.0,0F
[5486]    $DSM12,055736,+62.24583,+026.14216,130.0,0.0,153.3,0F
[5550]    $DSM14,055736,+62.25220,+026.10929,128.0,18.0,104.1,0F
[5598]    $DSM15,055736,+62.24550,+026.14212,132.0,0.0,175.8,0F
[5694]    $DSM18,055736,+62.25276,+026.09841,118.0,19.0,91.4,0F
[5726]    $DSM19,055736,+62.24326,+026.14602,126.0,0.0,180.0,0F
[5837]    $DSM00,055736,+62.22704,+026.15877,7826.0,103.0,154.7,0F
[5901]    $DSM01,055737,+62.24304,+025.73919,170.0,0.0,0.0,0F
[6173]    $DSM09,055733,+62.23050,+026.15557,7626.0,102.0,153.3,0F
[6205]    $DSM0A,055737,+62.24450,+026.14300,142.0,7.0,71.7,0F
[6445]    $DSM11,055737,+62.24560,+026.14220,126.0,0.0,0.0,0F
[6557]    $DSM14,055737,+62.25214,+026.10968,126.0,20.0,104.1,0F
[6589]    $DSM15,055737,+62.24550,+026.14212,132.0,0.0,175.8,0F
[6700]    $DSM18,055737,+62.25275,+026.09880,118.0,19.0,90.0,0F
[6732]    $DSM19,055737,+62.24326,+026.14602,126.0,0.0,180.0,0F
[6828]    $DSM00,055737,+62.22621,+026.15961,7826.0,103.0,154.7,0F
[6892]    $DSM01,055738,+62.24304,+025.73919,170.0,0.0,0.0,0F
[7164]    $DSM09,055734,+62.22864,+026.15731,7626.0,103.0,154.7,0F
[7212]    $DSM0A,055736,+62.24452,+026.14315,142.0,7.0,71.7,0B
[7244]    $DSM0B,055738,+62.24603,+026.14212,124.0,0.0,109.7,0F
[7276]    $DSM0C,055738,+62.25274,+026.10075,122.0,19.0,91.4,0F
[7420]    $DSM10,055738,+62.24567,+026.14227,122.0,0.0,191.2,0F
[7452]    $DSM11,055738,+62.24560,+026.14220,126.0,0.0,0.0,0F
[7563]    $DSM14,055738,+62.25208,+026.11006,126.0,21.0,104.1,0F
[7595]    $DSM15,055738,+62.24550,+026.14212,132.0,0.0,175.8,0F
[7707]    $DSM18,055738,+62.25275,+026.09916,120.0,19.0,88.6,0F
[7739]    $DSM19,055738,+62.24326,+026.14602,126.0,0.0,180.0,0F
[7835]    $DSM00,055738,+62.22537,+026.16044,7826.0,103.0,154.7,0F
[7899]    $DSM01,055739,+62.24304,+025.73919,170.0,0.0,0.0,0F
[8171]    $DSM09,055735,+62.22864,+026.15731,7626.0,103.0,154.7,0F
[8203]    $DSM0A,055739,+62.24454,+026.14330,142.0,8.0,67.5,0F
[8251]    $DSM0B,055739,+62.24603,+026.14212,124.0,0.0,109.7,0F
[8283]    $DSM0C,055739,+62.25273,+026.10103,122.0,17.0,91.4,0F
[8410]    $DSM10,055739,+62.24567,+026.14227,122.0,0.0,191.2,0F
[8458]    $DSM11,055739,+62.24560,+026.14220,126.0,0.0,0.0,0F
